"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.473723,126.822558,"ASIA","Seoul",2022,6,10,"cdc,cdround","https://www.inaturalist.org/observations/169094795","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138586947","169094795",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",38.293531,127.204036,"ASIA","Gangwon-do",2022,7,9,"cdc,cdround","https://www.inaturalist.org/observations/125432465","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873354530","125432465",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.305892,126.947103,"ASIA","Gyeonggi-do",2022,7,14,"cdc,cdround","https://www.inaturalist.org/observations/168756884","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138615475","168756884",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",35.890344,128.50528,"ASIA","Gyeongsangbuk-do",2022,8,1,"cdc,cdround","https://www.inaturalist.org/observations/129357356","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3888811783","129357356",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.466153,127.123268,"ASIA","Seoul",2022,8,28,"cdc,cdround","https://www.inaturalist.org/observations/132577796","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903470526","132577796",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.345692,127.120931,"ASIA","Gyeonggi-do",2022,9,12,"cdc,cdround","https://www.inaturalist.org/observations/134706027","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3903227790","134706027",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.352985,127.11887,"ASIA","Gyeonggi-do",2022,9,12,"cdc,cdround","https://www.inaturalist.org/observations/134706034","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3902773064","134706034",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.308119,126.947603,"ASIA","Gyeonggi-do",2022,9,14,"cdc,cdround","https://www.inaturalist.org/observations/168418689","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4138054971","168418689",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.467121,126.883405,"ASIA","Seoul",2021,4,1,"cdc,cdround","https://www.inaturalist.org/observations/164455072","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129877579","164455072",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pelodiscus maackii",37.454605,126.893602,"ASIA","Seoul",2021,4,29,"cdc,cdround","https://www.inaturalist.org/observations/164582491","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4129983774","164582491",NA,NA
